AreaColumns,Timecolumns,dataValue,stfips,areatype,area,maparea,areaname,Stateabbrv,seriescode,seriestitle,adjusted,CURempces,CURempprodwrk,CURempfemale,CURhours,CURearnings,CURhourearn,CURhoursallwrkr,CURearningsallwrkr,CURhourearnallwrkr,CURsupprecord,CURsupphe,CURsupppw,CURsuppfem,CURsuppheallwrkr,CURprelim,PYempces,PYempprodwrk,PYempfemale,PYhours,PYearnings,PYhourearn,PYhoursallwrkr,PYearningsallwrkr,PYhourearnallwrkr,PYsupprecord,PYsupphe,PYsupppw,PYsuppfem,PYsuppheallwrkr,PYprelim,PMempces,PMempprodwrk,PMempfemale,PMhours,PMearnings,PMhourearn,PMhoursallwrkr,PMearningsallwrkr,PMhourearnallwrkr,PMsupprecord,PMsupphe,PMsupppw,PMsuppfem,PMsuppheallwrkr,PMprelim,CURperiodyear,CURperiodtype,CURperiod,PMperiodyear,PMperiodtype,PMperiod,PYperiodyear,PYperiodtype,PYperiod,Timeperiod,PriorMonthTimeperiod,PriorYearTimeperiod,MonthSpanTimeperiod,YearSpanTimeperiod,Fullperiod,Sortperiod,Rank,MonthEmploymentChangeAll,YearEmploymentChangeAll,MonthEmploymentChangeProd,YearEmploymentChangeProd,SeriesLevel,ChildPrefix,HasChildren,ParentCode,Preliminary,PriorMonthPreliminary,PriorYearPreliminary,seriesselection
,,,00,00,000000,0000000000,United States,US,60561100,Office administrative services,0,534200,401200,309800,35.9,1133.72,31.58,36.9,1367.51,37.06,0,0,0,0,0,0,540800,413700,317900,36.9,1081.91,29.32,37.1,1331.89,35.90,0,0,0,0,0,0,532300,402400,304200,35.9,1123.31,31.29,36.9,1376.74,37.31,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1695,1900,-6600,-1200,-12500,4,605611,False,60561000,No,No,No,Office administrative services:60561100
,,,00,00,000000,0000000000,United States,US,60561200,Facilities support services,0,153200,132900,65100,36.2,738.12,20.39,39.8,955.60,24.01,0,0,0,0,0,0,163400,141700,71000,36.2,743.19,20.53,40.2,974.05,24.23,0,0,0,0,0,0,153000,132700,65200,36.4,742.56,20.40,40.5,962.28,23.76,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1696,200,-10200,200,-8800,4,605612,False,60561000,No,No,No,Facilities support services:60561200
,,,00,00,000000,0000000000,United States,US,60561300,Employment services,0,3252400,3078800,1636700,35.2,751.52,21.35,35.1,776.41,22.12,0,0,0,0,0,0,3441500,3265900,1697500,34.1,685.07,20.09,34.2,725.04,21.20,0,0,0,0,0,0,3207500,3037200,1604100,35.9,755.70,21.05,36.0,791.28,21.98,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1697,44900,-189100,41600,-187100,4,605613,True,60561000,No,No,No,Employment services:60561300
,,,00,00,000000,0000000000,United States,US,60561310,Employment placement agencies and executive search services,0,270300,238600,135200,35.0,1076.60,30.76,38.1,1192.53,31.30,0,0,0,0,0,0,273100,242600,139900,35.9,1005.20,28.00,34.5,1037.07,30.06,0,0,0,0,0,0,270200,240000,134300,35.2,1071.84,30.45,38.9,1220.29,31.37,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1698,100,-2800,-1400,-4000,5,6056131,True,60561300,No,No,No,Employment placement agencies and executive search services:60561310
,,,00,00,000000,0000000000,United States,US,60561311,Employment placement agencies,0,227900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,232100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,227800,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1699,100,-4200,0,0,6,,False,60561310,No,No,No,Employment placement agencies:60561311
,,,00,00,000000,0000000000,United States,US,60561312,Executive search services,0,42400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,41000,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,42400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1700,0,1400,0,0,6,,False,60561310,No,No,No,Executive search services:60561312
,,,00,00,000000,0000000000,United States,US,60561320,Temporary help services,0,2635100,2528200,1331700,35.2,712.10,20.23,34.9,721.03,20.66,0,0,0,0,0,0,2810100,2709200,1391900,33.8,652.00,19.29,34.0,682.04,20.06,0,0,0,0,0,0,2594100,2487700,1300600,36.0,714.60,19.85,35.8,731.75,20.44,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1701,41000,-175000,40500,-181000,5,6056132,False,60561300,No,No,No,Temporary help services:60561320
,,,00,00,000000,0000000000,United States,US,60561330,Professional employer organizations,0,347000,312000,169800,35.0,816.55,23.33,34.6,880.92,25.46,0,0,0,0,0,0,358300,314100,165700,35.7,731.85,20.50,35.6,826.63,23.22,0,0,0,0,0,0,343200,309500,169200,35.2,832.13,23.64,34.8,894.36,25.70,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1702,3800,-11300,2500,-2100,5,6056133,False,60561300,No,No,No,Professional employer organizations:60561330
,,,00,00,000000,0000000000,United States,US,60561400,Business support services,0,799700,678700,498100,33.8,650.99,19.26,33.8,783.15,23.17,0,0,0,0,0,0,864800,742600,537400,33.9,639.69,18.87,34.0,751.06,22.09,0,0,0,0,0,0,802900,684600,501400,34.2,646.72,18.91,34.3,785.81,22.91,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1703,-3200,-65100,-5900,-63900,4,605614,True,60561000,No,No,No,Business support services:60561400
,,,00,00,000000,0000000000,United States,US,60561410,Document preparation services,0,36000,0,24400,0.0,0.00,0.00,21.4,427.57,19.98,0,0,0,0,0,0,48000,0,33200,0.0,0.00,0.00,25.0,489.25,19.57,0,0,0,0,0,0,34900,0,23900,0.0,0.00,0.00,22.6,453.58,20.07,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1704,1100,-12000,0,0,5,6056141,False,60561400,No,No,No,Document preparation services:60561410
,,,00,00,000000,0000000000,United States,US,60561420,Telephone call centers,0,472200,417200,312400,33.9,565.79,16.69,34.7,705.80,20.34,0,0,0,0,0,0,489400,431500,316500,33.3,555.44,16.68,34.2,674.77,19.73,0,0,0,0,0,0,477700,423500,315600,33.9,563.42,16.62,34.9,704.63,20.19,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1705,-5500,-17200,-6300,-14300,5,6056142,True,60561400,No,No,No,Telephone call centers:60561420
,,,00,00,000000,0000000000,United States,US,60561421,Telephone answering services,0,36100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,35900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,36500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1706,-400,200,0,0,6,,False,60561420,No,No,No,Telephone answering services:60561421
,,,00,00,000000,0000000000,United States,US,60561422,Telemarketing bureaus and other contact centers,0,436100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,453500,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,441200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1707,-5100,-17400,0,0,6,,False,60561420,No,No,No,Telemarketing bureaus and other contact centers:60561422
,,,00,00,000000,0000000000,United States,US,60561430,Business service centers,0,74700,58700,34100,35.0,617.05,17.63,34.4,751.64,21.85,0,0,0,0,0,0,82600,66800,38500,34.8,625.01,17.96,36.3,769.92,21.21,0,0,0,0,0,0,74200,58700,34300,36.1,592.76,16.42,35.0,746.90,21.34,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1708,500,-7900,0,-8100,5,6056143,False,60561400,No,No,No,Business service centers:60561430
,,,00,00,000000,0000000000,United States,US,60561440,Collection agencies,0,98600,80700,66100,35.7,683.66,19.15,36.0,892.44,24.79,0,0,0,0,0,0,119500,101900,82500,37.2,745.12,20.03,36.8,878.05,23.86,0,0,0,0,0,0,99900,81800,67800,36.1,685.90,19.00,36.5,880.02,24.11,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1709,-1300,-20900,-1100,-21200,5,6056144,False,60561400,No,No,No,Collection agencies:60561440
,,,00,00,000000,0000000000,United States,US,60561490,Other business support services,0,118200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,125300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,116200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1710,2000,-7100,0,0,5,6056149,False,60561400,No,No,No,Other business support services:60561490
,,,00,00,000000,0000000000,United States,US,60561500,Travel arrangement and reservation services,0,143900,107300,94700,33.2,829.00,24.97,34.3,995.39,29.02,0,0,0,0,0,0,216600,172500,148300,34.8,834.16,23.97,35.7,1002.46,28.08,0,0,0,0,0,0,144300,106300,94900,33.3,818.85,24.59,34.1,975.94,28.62,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1711,-400,-72700,1000,-65200,4,605615,True,60561000,No,No,No,Travel arrangement and reservation services:60561500
,,,00,00,000000,0000000000,United States,US,60561510,Travel agencies,0,56900,42200,41100,30.0,710.70,23.69,32.4,862.49,26.62,0,0,0,0,0,0,92500,73200,70200,33.7,755.89,22.43,35.9,919.76,25.62,0,0,0,0,0,0,58200,42200,42100,30.9,694.01,22.46,32.9,862.97,26.23,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1712,-1300,-35600,0,-31000,5,6056151,False,60561500,No,No,No,Travel agencies:60561510
,,,00,00,000000,0000000000,United States,US,60561520,Tour operators,0,14400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,27700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,13900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1713,500,-13300,0,0,5,6056152,False,60561500,No,No,No,Tour operators:60561520
,,,00,00,000000,0000000000,United States,US,60561590,Other travel arrangement services,0,72600,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,96400,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,72200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1714,400,-23800,0,0,5,6056159,False,60561500,No,No,No,Other travel arrangement services:60561590
,,,00,00,000000,0000000000,United States,US,60561600,Investigation and security services,0,897700,817200,253200,37.2,719.08,19.33,36.8,765.44,20.80,0,0,0,0,0,0,950400,859800,267900,33.7,605.59,17.97,34.3,677.43,19.75,0,0,0,0,0,0,893500,813800,250400,37.2,714.24,19.20,36.7,761.53,20.75,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1715,4200,-52700,3400,-42600,4,605616,True,60561000,No,No,No,Investigation and security services:60561600
,,,00,00,000000,0000000000,United States,US,60561610,Security and armored car services,0,750900,702600,218100,36.9,661.62,17.93,36.5,684.74,18.76,0,0,0,0,0,0,797800,739300,230100,33.1,544.16,16.44,33.5,588.60,17.57,0,0,0,0,0,0,748400,699800,215200,37.0,658.60,17.80,36.5,682.19,18.69,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1716,2500,-46900,2800,-36700,5,6056161,True,60561600,No,No,No,Security and armored car services:60561610
,,,00,00,000000,0000000000,United States,US,60561611,Investigation services,0,34200,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,36900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,34300,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1717,-100,-2700,0,0,6,,False,60561610,No,No,No,Investigation services:60561611
,,,00,00,000000,0000000000,United States,US,60561613,Security guards and patrols and armored car services,0,716700,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,760900,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,714100,0,0,0.0,0.00,0.00,0.0,0.00,0.00,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1718,2600,-44200,0,0,6,,False,60561610,No,No,No,Security guards and patrols and armored car services:60561613
,,,00,00,000000,0000000000,United States,US,60561620,Security systems services,0,146800,114600,35100,39.2,1073.30,27.38,38.6,1183.86,30.67,0,0,0,0,0,0,152600,120500,37800,37.6,985.50,26.21,38.3,1138.28,29.72,0,0,0,0,0,0,145100,114000,35200,38.4,1054.46,27.46,38.0,1176.48,30.96,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1719,1700,-5800,600,-5900,5,6056162,False,60561600,No,No,No,Security systems services:60561620
,,,00,00,000000,0000000000,United States,US,60561700,Services to buildings and dwellings,0,1954500,1628400,700500,31.0,549.01,17.71,31.9,650.12,20.38,0,0,0,0,0,0,2025100,1716000,730900,30.6,513.47,16.78,31.6,601.35,19.03,0,0,0,0,0,0,1939600,1612200,695000,31.2,545.69,17.49,32.2,648.19,20.13,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1720,14900,-70600,16200,-87600,4,605617,True,60561000,No,No,No,Services to buildings and dwellings:60561700
,,,00,00,000000,0000000000,United States,US,60561710,Exterminating and pest control services,0,129400,104600,26500,33.5,761.12,22.72,35.0,920.50,26.30,0,0,0,0,0,0,125300,103100,27400,37.1,762.78,20.56,37.1,858.87,23.15,0,0,0,0,0,0,128900,104600,26900,34.1,794.19,23.29,35.4,920.75,26.01,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1721,500,4100,0,1500,5,6056171,False,60561700,No,No,No,Exterminating and pest control services:60561710
,,,00,00,000000,0000000000,United States,US,60561720,Janitorial services,0,1017900,882000,552700,29.0,440.22,15.18,29.9,519.36,17.37,0,0,0,0,0,0,1096800,966300,593200,28.2,401.85,14.25,29.5,479.97,16.27,0,0,0,0,0,0,1014300,876300,550500,29.1,439.70,15.11,30.0,516.90,17.23,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1722,3600,-78900,5700,-84300,5,6056172,False,60561700,No,No,No,Janitorial services:60561720
,,,00,00,000000,0000000000,United States,US,60561730,Landscaping services,0,682800,546900,94100,32.7,654.33,20.01,33.6,761.71,22.67,0,0,0,0,0,0,672200,545200,81900,32.7,638.63,19.53,33.4,726.12,21.74,0,0,0,0,0,0,674200,538000,89900,33.4,654.64,19.60,34.3,766.95,22.36,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1723,8600,10600,8900,1700,5,6056173,False,60561700,No,No,No,Landscaping services:60561730
,,,00,00,000000,0000000000,United States,US,60561740,Carpet and upholstery cleaning services,0,37400,27500,9600,37.8,732.19,19.37,38.0,743.28,19.56,0,0,0,0,0,0,38800,31100,10500,37.2,630.54,16.95,35.6,677.47,19.03,0,0,0,0,0,0,37400,27600,9700,36.6,636.11,17.38,35.1,681.29,19.41,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1724,0,-1400,-100,-3600,5,6056174,False,60561700,No,No,No,Carpet and upholstery cleaning services:60561740
,,,00,00,000000,0000000000,United States,US,60561790,Other services to buildings and dwellings,0,87000,67400,17600,35.9,699.69,19.49,35.0,866.95,24.77,0,0,0,0,0,0,92000,70300,17900,35.3,668.23,18.93,35.4,778.09,21.98,0,0,0,0,0,0,84800,65700,18000,35.3,650.58,18.43,34.7,823.43,23.73,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1725,2200,-5000,1700,-2900,5,6056179,False,60561700,No,No,No,Other services to buildings and dwellings:60561790
,,,00,00,000000,0000000000,United States,US,60561900,Other support services,0,290000,238800,124900,33.2,748.33,22.54,33.8,887.25,26.25,0,0,0,0,0,0,330000,275700,136900,33.3,704.96,21.17,32.8,864.28,26.35,0,0,0,0,0,0,291800,239200,126900,32.9,706.36,21.47,33.9,874.62,25.80,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1726,-1800,-40000,-400,-36900,4,605619,True,60561000,No,No,No,Other support services:60561900
,,,00,00,000000,0000000000,United States,US,60561910,Packaging and labeling services,0,65300,56300,31300,40.0,731.60,18.29,39.8,854.51,21.47,0,0,0,0,0,0,62300,54700,30700,37.8,632.77,16.74,37.7,760.03,20.16,0,0,0,0,0,0,64600,55700,30900,39.2,722.85,18.44,39.5,865.05,21.90,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1727,700,3000,600,1600,5,6056191,False,60561900,No,No,No,Packaging and labeling services:60561910
,,,00,00,000000,0000000000,United States,US,60561920,Convention and trade show organizers,0,36500,25300,20900,37.8,1210.36,32.02,33.4,1222.77,36.61,0,0,0,0,0,0,63300,48600,30800,37.0,951.64,25.72,33.1,1111.17,33.57,0,0,0,0,0,0,36900,25800,21300,37.5,1108.13,29.55,33.1,1169.75,35.34,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1728,-400,-26800,-500,-23300,5,6056192,False,60561900,No,No,No,Convention and trade show organizers:60561920
,,,00,00,000000,0000000000,United States,US,60561990,All other support services,0,188200,157200,72700,30.0,679.20,22.64,31.8,833.48,26.21,0,0,0,0,0,0,204400,172400,75400,30.8,657.89,21.36,31.2,819.31,26.26,0,0,0,0,0,0,190300,157700,74700,29.9,634.48,21.22,32.2,822.07,25.53,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1729,-2100,-16200,-500,-15200,5,6056199,False,60561900,No,No,No,All other support services:60561990
,,,00,00,000000,0000000000,United States,US,60562000,Waste management and remediation services,0,440200,365300,86100,40.0,1002.00,25.05,40.9,1186.51,29.01,0,0,0,0,0,0,450100,374700,85900,41.5,1010.53,24.35,41.9,1180.74,28.18,0,0,0,0,0,0,441200,364500,86400,41.0,1025.82,25.02,41.7,1213.05,29.09,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1730,-1000,-9900,800,-9400,3,60562,True,60560000,No,No,No,Waste management and remediation services:60562000
,,,00,00,000000,0000000000,United States,US,60562100,Waste collection,0,189300,165400,32600,40.2,879.98,21.89,41.6,1006.72,24.20,0,0,0,0,0,0,190200,166000,32400,41.5,882.71,21.27,42.2,986.64,23.38,0,0,0,0,0,0,189200,164000,32200,41.1,888.17,21.61,42.0,1022.28,24.34,0,0,0,0,0,0,2021,03,02,2021,03,01,2020,03,02,"February, 2021","January, 2021","February, 2020","January, 2021 - February, 2021","February, 2020 - February, 2021",20210302,03202102,1731,100,-900,1400,-600,4,605621,False,60562000,No,No,No,Waste collection:60562100
